variable_names,cell_methods,dimensions,branded_label-spreadsheet,branded_label-following_appendixF-from_last_year,matching
fLulccProduct,area: mean where land time: mean,longitude latitude time,fLulccProduct_tavg-z0-hxy-lnd,fLulccProduct_tavg-u-hxy-lnd,False
fLulccProduct,area: time: mean where sector,longitude latitude landUse time,fLulccProduct_tavg-z0-hxy-lus,fLulccProduct_tavg-u-hxy-lus,False
fLulccResidue,area: time: mean where sector,longitude latitude landUse time,fLulccResidue_tavg-z0-hxy-lus,fLulccResidue_tavg-u-hxy-lus,False
fLitterSoil,area: mean where land time: mean,longitude latitude time,fLitterSoil_tavg-z0-hxy-lnd,fLitterSoil_tavg-u-hxy-lnd,False
fVegSoil,area: time: mean where vegetation,longitude latitude time,fVegSoil_tavg-z0-hxy-veg,fVegSoil_tavg-u-hxy-veg,False
areacella,area: sum,longitude latitude ,areacella_ti-z0-hxy-x,areacella_ti-u-hxy-u,False
areacellg,area: sum,longitude latitude ,areacellg_ti-z0-hxy-x,areacellg_ti-u-hxy-u,False
areacellg,area: sum,longitude latitude ,areacellg_ti-z0-hxy-x,areacellg_ti-u-hxy-u,False
areacello,area: sum,longitude latitude ,areacello_ti-z0-hxy-x,areacello_ti-u-hxy-u,False
areacellr,area: sum,longitude latitude ,areacellr_ti-z0-hxy-x,areacellr_ti-u-hxy-u,False
areacellg,area: sum time: mean,longitude latitude time,areacellg_tavg-z0-hxy-x,areacellg_tavg-u-hxy-u,False
areacellg,area: sum time: mean,longitude latitude time,areacellg_tavg-z0-hxy-x,areacellg_tavg-u-hxy-u,False
thkcellsl,area: mean where land,longitude latitude sdepth ,thkcellsl_ti-l-hxy-lnd,thkcellsl_ti-l-hxy-lnd,True
thkcello,area: mean where sea time: mean,longitude latitude olevel time,thkcello_tavg-l-hxy-sea,thkcello_tavg-l-hxy-sea,True
thkcello,area: mean where sea,longitude latitude olevel ,thkcello_ti-l-hxy-sea,thkcello_ti-l-hxy-sea,True
thkcello,area: mean where sea time: mean,longitude latitude olevel time,thkcello_tavg-l-hxy-sea,thkcello_tavg-l-hxy-sea,True
dsn,area: mean where land time: mean,longitude latitude time,dsn_tavg-z0-hxy-lnd,dsn_tavg-u-hxy-lnd,False
dcw,area: mean where land time: mean,longitude latitude time,dcw_tavg-z0-hxy-lnd,dcw_tavg-u-hxy-lnd,False
dgw,area: mean where land time: mean,longitude latitude time,dgw_tavg-z0-hxy-lnd,dgw_tavg-u-hxy-lnd,False
dsw,area: mean where land time: mean,longitude latitude time,dsw_tavg-z0-hxy-lnd,dsw_tavg-u-hxy-lnd,False
dslw,area: mean where land time: mean,longitude latitude time,dslw_tavg-z0-hxy-lnd,dslw_tavg-u-hxy-lnd,False
drivw,area: mean where land time: mean,longitude latitude time,drivw_tavg-z0-hxy-lnd,drivw_tavg-u-hxy-lnd,False
dtesn,area: mean where land time: mean,longitude latitude time,dtesn_tavg-z0-hxy-lnd,dtesn_tavg-u-hxy-lnd,False
dtes,area: mean where land time: mean,longitude latitude time,dtes_tavg-z0-hxy-lnd,dtes_tavg-u-hxy-lnd,False
albisccp,area: time: mean where cloud (weighted by ISCCP total cloud area and downwelling shortwave radiation),longitude latitude time,albisccp_tavg-z0-hxy-cl,albisccp_tavg-u-hxy-cl,False
albisccp,area: time: mean where cloud (weighted by ISCCP total cloud area and downwelling shortwave radiation),longitude latitude time,albisccp_tavg-z0-hxy-cl,albisccp_tavg-u-hxy-cl,False
clt,area: time: mean,longitude latitude time,clt_tavg-z0-hxy-x,clt_tavg-u-hxy-u,False
clt,area: mean time: point,longitude latitude time1,clt_tpt-z0-hxy-x,clt_tpt-u-hxy-u,False
clt,area: time: mean,longitude latitude time,clt_tavg-z0-hxy-x,clt_tavg-u-hxy-u,False
clt,area: mean where land time: mean,longitude latitude time,clt_tavg-z0-hxy-lnd,clt_tavg-u-hxy-lnd,False
clt,area: time: mean,longitude latitude time,clt_tavg-z0-hxy-x,clt_tavg-u-hxy-u,False
clt,area: point time: point,site time1,clt_tpt-z0-hxys-x,clt_tpt-u-hxys-u,False
cltcalipso,area: mean time: point,longitude latitude time1,cltcalipso_tpt-z0-hxy-x,cltcalipso_tpt-u-hxy-u,False
cltcalipso,area: time: mean,longitude latitude time,cltcalipso_tavg-z0-hxy-x,cltcalipso_tavg-u-hxy-u,False
cltcalipso,area: time: mean,longitude latitude time,cltcalipso_tavg-z0-hxy-x,cltcalipso_tavg-u-hxy-u,False
cltisccp,area: time: mean,longitude latitude time,cltisccp_tavg-z0-hxy-x,cltisccp_tavg-u-hxy-u,False
cltisccp,area: time: mean,longitude latitude time,cltisccp_tavg-z0-hxy-x,cltisccp_tavg-u-hxy-u,False
cltmodis,area: time: mean,longitude latitude time,cltmodis_tavg-z0-hxy-x,cltmodis_tavg-u-hxy-u,False
cl,area: time: mean,longitude latitude alevel time,cl_tavg-l-hxy-x,cl_tavg-l-hxy-u,False
cl,area: time: mean,longitude latitude alevel time,cl_tavg-l-hxy-x,cl_tavg-l-hxy-u,False
cl,area: point time: point,alevel site time1,cl_tpt-l-hxys-x,cl_tpt-l-hxys-u,False
clcalipso,area: mean where air time: point,longitude latitude alt40 time1,clcalipso_tpt-h40-hxy-air,clcalipso_tpt-h40-hxy-air,True
clcalipso,area: time: mean where air,longitude latitude alt40 time,clcalipso_tavg-h40-hxy-air,clcalipso_tavg-h40-hxy-air,True
clcalipso,area: time: mean where air,longitude latitude alt40 time,clcalipso_tavg-h40-hxy-air,clcalipso_tavg-h40-hxy-air,True
clcalipso2,area: mean where air time: point,longitude latitude alt40 time1,clcalipso2_tpt-h40-hxy-air,clcalipso2_tpt-h40-hxy-air,True
clcalipso,area: time: mean where air,longitude latitude time1 p220,clcalipso_tpt-p0220-hxy-air,clcalipso_tpt-220hPa-hxy-air,False
clcalipso,area: time: mean where air,longitude latitude time p220,clcalipso_tavg-p0220-hxy-air,clcalipso_tavg-220hPa-hxy-air,False
clcalipso,area: time: mean where air,longitude latitude time p220,clcalipso_tavg-p0220-hxy-air,clcalipso_tavg-220hPa-hxy-air,False
clisccp,area: mean where air time: point,longitude latitude plev7c tau time1,clisccp_tpt-p7c-hxy-air,clisccp_tpt-p7c-hxy-air,True
clisccp,area: time: mean where air,longitude latitude plev7c tau time,clisccp_tavg-p7c-hxy-air,clisccp_tavg-p7c-hxy-air,True
clisccp,area: time: mean where air,longitude latitude plev7c tau time,clisccp_tavg-p7c-hxy-air,clisccp_tavg-p7c-hxy-air,True
clcalipso,area: mean where air time: point,longitude latitude time1 p840,clcalipso_tpt-p0840-hxy-air,clcalipso_tpt-840hPa-hxy-air,False
clcalipso,area: time: mean where air,longitude latitude time p840,clcalipso_tavg-p0840-hxy-air,clcalipso_tavg-840hPa-hxy-air,False
clcalipso,area: time: mean where air,longitude latitude time p840,clcalipso_tavg-p0840-hxy-air,clcalipso_tavg-840hPa-hxy-air,False
clcalipso,area: mean where air time: point,longitude latitude time1 p560,clcalipso_tpt-p0560-hxy-air,clcalipso_tpt-560hPa-hxy-air,False
clcalipso,area: time: mean where air,longitude latitude time p560,clcalipso_tavg-p0560-hxy-air,clcalipso_tavg-560hPa-hxy-air,False
clcalipso,area: time: mean where air,longitude latitude time p560,clcalipso_tavg-p0560-hxy-air,clcalipso_tavg-560hPa-hxy-air,False
clmisr,area: mean where air time: point,longitude latitude alt16 tau time1,clmisr_tpt-h16-hxy-air,clmisr_tpt-h16-hxy-air,True
clmisr,area: time: mean where air,longitude latitude alt16 tau time,clmisr_tavg-h16-hxy-air,clmisr_tavg-h16-hxy-air,True
clicemodis,area: mean time: point,longitude latitude effectRadIc tau time1,clicemodis_tpt-z0-hxy-x,clicemodis_tpt-u-hxy-u,False
clicemodis,area: time: mean,longitude latitude effectRadIc tau time,clicemodis_tavg-z0-hxy-x,clicemodis_tavg-u-hxy-u,False
clicemodis,area: time: mean,longitude latitude effectRadIc tau time,clicemodis_tavg-z0-hxy-x,clicemodis_tavg-u-hxy-u,False
clliqmodis,area: mean time: point,longitude latitude effectRadLi tau time1,clliqmodis_tpt-z0-hxy-x,clliqmodis_tpt-u-hxy-u,False
clliqmodis,area: time: mean,longitude latitude effectRadLi tau time,clliqmodis_tavg-z0-hxy-x,clliqmodis_tavg-u-hxy-u,False
clliqmodis,area: time: mean,longitude latitude effectRadLi tau time,clliqmodis_tavg-z0-hxy-x,clliqmodis_tavg-u-hxy-u,False
cldicemxrat,area: mean where air time: point,longitude latitude plev27 time1,cldicemxrat_tpt-p27-hxy-air,cldicemxrat_tpt-p27-hxy-air,True
cldicemxrat,area: time: mean where air,longitude latitude plev27 time,cldicemxrat_tavg-p27-hxy-air,cldicemxrat_tavg-p27-hxy-air,True
cldwatmxrat,area: mean where air time: point,longitude latitude plev27 time1,cldwatmxrat_tpt-p27-hxy-air,cldwatmxrat_tpt-p27-hxy-air,True
cldwatmxrat,area: mean time: mean where air,longitude latitude plev27 time,cldwatmxrat_tavg-p27-hxy-air,cldwatmxrat_tavg-p27-hxy-air,True
sicompstren,area: time: mean where sea_ice,longitude latitude time,sicompstren_tavg-z0-hxy-si,sicompstren_tavg-u-hxy-si,False
ci,area: mean time: point,longitude latitude time1,ci_tpt-z0-hxy-x,ci_tpt-u-hxy-u,False
ci,area: time: mean,longitude latitude time,ci_tavg-z0-hxy-x,ci_tavg-u-hxy-u,False
ci,area: point time: point,site time1,ci_tpt-z0-hxys-x,ci_tpt-u-hxys-u,False
cltc,area: mean time: point,longitude latitude time1,cltc_tpt-z0-hxy-x,cltc_tpt-u-hxy-u,False
cltc,area: time: mean,longitude latitude time,cltc_tavg-z0-hxy-x,cltc_tavg-u-hxy-u,False
clc,area: mean time: point,longitude latitude alevel time1,clc_tpt-l-hxy-x,clc_tpt-l-hxy-u,False
clc,area: time: mean,longitude latitude alevel time,clc_tavg-l-hxy-x,clc_tavg-l-hxy-u,False
demc,area: mean where cloud time: point,longitude latitude alevel time1,demc_tpt-l-hxy-cl,demc_tpt-l-hxy-cl,True
prc,area: time: mean,longitude latitude time,prc_tavg-z0-hxy-x,prc_tavg-u-hxy-u,False
prc,area: time: mean,longitude latitude time,prc_tavg-z0-hxy-x,prc_tavg-u-hxy-u,False
prc,area: mean time: point,longitude latitude time1,prc_tpt-z0-hxy-x,prc_tpt-u-hxy-u,False
prc,area: time: mean,longitude latitude time,prc_tavg-z0-hxy-x,prc_tavg-u-hxy-u,False
prc,area: time: mean,longitude latitude time,prc_tavg-z0-hxy-x,prc_tavg-u-hxy-u,False
prc,area: mean time: point,longitude latitude time1,prc_tpt-z0-hxy-x,prc_tpt-u-hxy-u,False
prc,area: point time: point,site time1,prc_tpt-z0-hxys-x,prc_tpt-u-hxys-u,False
prrc,area: mean time: point,longitude latitude alevhalf time1,prrc_tpt-l-hxy-x,prrc_tpt-l-hxy-u,False
prrc,area: time: mean,longitude latitude time,prrc_tavg-z0-hxy-x,prrc_tavg-u-hxy-u,False
prrc,area: mean where land time: mean,longitude latitude time,prrc_tavg-z0-hxy-lnd,prrc_tavg-u-hxy-lnd,False
prsnc,area: time: mean,longitude latitude time,prsnc_tavg-z0-hxy-x,prsnc_tavg-u-hxy-u,False
prsnc,area: mean time: point,longitude latitude alevhalf time1,prsnc_tpt-l-hxy-x,prsnc_tpt-l-hxy-u,False
prsnc,area: mean time: mean,longitude latitude time,prsnc_tavg-z0-hxy-x,prsnc_tavg-u-hxy-u,False
vt,longitude: mean time: mean,latitude time p100,vt_tavg-p0100-hy-x,vt_tavg-100hPa-hy-u,False
dmlt,"area: time: mean where unfrozen_soil (at the surface, but frozen below the surface)",longitude latitude time stempzero,dmlt_tavg-z0-hxy-ufs,dmlt_tavg-u-hxy-ufs,False
zo2min,area: mean where sea time: mean,longitude latitude time,zo2min_tavg-z0-hxy-sea,zo2min_tavg-u-hxy-sea,False
zfullo,area: mean where sea time: mean,longitude latitude olevel time,zfullo_tavg-l-hxy-sea,zfullo_tavg-l-hxy-sea,True
zfullo,area: mean where sea time: mean within years time: mean over years,longitude latitude olevel time2,zfullo_tcla-l-hxy-sea,zfullo_tclm-l-hxy-sea,False
zfullo,area: mean where sea time: mean,longitude latitude olevel time,zfullo_tavg-l-hxy-sea,zfullo_tavg-l-hxy-sea,True
zhalfo,area: mean where sea time: mean,longitude latitude olevhalf time,zhalfo_tavg-l-hxy-sea,zhalfo_tavg-l-hxy-sea,True
zhalfo,area: mean where sea time: mean within years time: mean over years,longitude latitude olevhalf time2,zhalfo_tcla-l-hxy-sea,zhalfo_tclm-l-hxy-sea,False
t20d,area: mean where sea time: mean,longitude latitude time,t20d_tavg-z0-hxy-sea,t20d_tavg-u-hxy-sea,False
t20d,area: mean where sea time: mean,longitude latitude time,t20d_tavg-z0-hxy-sea,t20d_tavg-u-hxy-sea,False
tdps,area: time: mean,longitude latitude time height2m,tdps_tavg-h02-hxy-x,tdps_tavg-h2m-hxy-u,False
tdps,area: time: mean,longitude latitude time height2m,tdps_tavg-h02-hxy-x,tdps_tavg-h2m-hxy-u,False
sidivvel,area: mean where sea_ice time: point,longitude latitude time1,sidivvel_tpt-z0-hxy-si,sidivvel_tpt-u-hxy-si,False
hfdsnb,area: mean where land time: mean,longitude latitude time,hfdsnb_tavg-z0-hxy-lnd,hfdsnb_tavg-u-hxy-lnd,False
qgwr,area: mean where land time: mean,longitude latitude time,qgwr_tavg-z0-hxy-lnd,qgwr_tavg-u-hxy-lnd,False
sfdsi,area: mean where sea time: mean,longitude latitude time,sfdsi_tavg-z0-hxy-sea,sfdsi_tavg-u-hxy-sea,False
sfdsi,area: mean where sea time: mean,longitude latitude time,sfdsi_tavg-z0-hxy-sea,sfdsi_tavg-u-hxy-sea,False
sfdsi,area: time: mean where sea_ice,longitude latitude time,sfdsi_tavg-z0-hxy-si,sfdsi_tavg-u-hxy-si,False
tauuo,area: mean where sea time: mean,longitude latitude time,tauuo_tavg-z0-hxy-sea,tauuo_tavg-u-hxy-sea,False
tauuo,area: mean where sea time: mean,longitude latitude time,tauuo_tavg-z0-hxy-sea,tauuo_tavg-u-hxy-sea,False
tauucorr,area: mean where sea time: mean,longitude latitude time,tauucorr_tavg-z0-hxy-sea,tauucorr_tavg-u-hxy-sea,False
tauvo,area: mean where sea time: mean,longitude latitude time,tauvo_tavg-z0-hxy-sea,tauvo_tavg-u-hxy-sea,False
tauvo,area: mean where sea time: mean,longitude latitude time,tauvo_tavg-z0-hxy-sea,tauvo_tavg-u-hxy-sea,False
tauvcorr,area: mean where sea time: mean,longitude latitude time,tauvcorr_tavg-z0-hxy-sea,tauvcorr_tavg-u-hxy-sea,False
rldbnd,area: point,alevhalf spectband ,rldbnd_ti-l-hm-x,rldbnd_ti-l-hm-u,False
rld,area: time: mean,longitude latitude alevhalf time,rld_tavg-l-hxy-x,rld_tavg-l-hxy-u,False
rld,area: point time: point,alevhalf site time1,rld_tpt-l-hxys-x,rld_tpt-l-hxys-u,False
rld4co2,area: time: mean,longitude latitude alevhalf time,rld4co2_tavg-l-hxy-x,rld4co2_tavg-l-hxy-u,False
rldcs,area: time: mean,longitude latitude alevhalf time,rldcs_tavg-l-hxy-x,rldcs_tavg-l-hxy-u,False
rldcs,area: point time: point,alevhalf site time1,rldcs_tpt-l-hxys-x,rldcs_tpt-l-hxys-u,False
rldcs4co2,area: time: mean,longitude latitude alevhalf time,rldcs4co2_tavg-l-hxy-x,rldcs4co2_tavg-l-hxy-u,False
rsdbnd,area: point,alevhalf spectband ,rsdbnd_ti-l-hm-x,rsdbnd_ti-l-hm-u,False
rsd,area: time: mean,longitude latitude alevhalf time,rsd_tavg-l-hxy-x,rsd_tavg-l-hxy-u,False
rsd,area: point time: point,alevhalf site time1,rsd_tpt-l-hxys-x,rsd_tpt-l-hxys-u,False
rsd4co2,area: time: mean,longitude latitude alevhalf time,rsd4co2_tavg-l-hxy-x,rsd4co2_tavg-l-hxy-u,False
rsdcs,area: mean time: point,longitude latitude alevhalf time1,rsdcs_tpt-l-hxy-x,rsdcs_tpt-l-hxy-u,False
rsdcs,area: time: mean,longitude latitude alevhalf time,rsdcs_tavg-l-hxy-x,rsdcs_tavg-l-hxy-u,False
rsdcs,area: point time: point,alevhalf site time1,rsdcs_tpt-l-hxys-x,rsdcs_tpt-l-hxys-u,False
rsdcs4co2,area: time: mean,longitude latitude alevhalf time,rsdcs4co2_tavg-l-hxy-x,rsdcs4co2_tavg-l-hxy-u,False
rsdcsbnd,area: mean time: point,longitude latitude alevhalf spectband time1,rsdcsbnd_tpt-l-hxy-x,rsdcsbnd_tpt-l-hxy-u,False
rsdcsaf,area: mean time: point,longitude latitude alevhalf time1,rsdcsaf_tpt-l-hxy-x,rsdcsaf_tpt-l-hxy-u,False
rsdcsafbnd,area: mean time: point,longitude latitude alevhalf spectband time1,rsdcsafbnd_tpt-l-hxy-x,rsdcsafbnd_tpt-l-hxy-u,False
rsdo,area: mean where sea time: mean,longitude latitude olevel time,rsdo_tavg-l-hxy-sea,rsdo_tavg-l-hxy-sea,True
siflswdbot,area: time: mean where sea_ice,longitude latitude time,siflswdbot_tavg-z0-hxy-si,siflswdbot_tavg-u-hxy-si,False
intuadse,area: time: mean,longitude latitude time,intuadse_tavg-z0-hxy-x,intuadse_tavg-u-hxy-u,False
intuaw,area: time: mean,longitude latitude time,intuaw_tavg-z0-hxy-x,intuaw_tavg-u-hxy-u,False
ua,area: mean where air time: point,longitude latitude plev27 time1,ua_tpt-p27-hxy-air,ua_tpt-p27-hxy-air,True
ua,area: mean where air time: point,longitude latitude plev3 time1,ua_tpt-p3-hxy-air,ua_tpt-p3-hxy-air,True
ua,area: mean where air time: point,longitude latitude plev7h time1,ua_tpt-p7h-hxy-air,ua_tpt-p7h-hxy-air,True
ua,area: time: mean,longitude latitude time height100m,ua_tavg-h0100-hxy-x,ua_tavg-h100m-hxy-u,False
ua,area: mean time: point,longitude latitude alevel time1,ua_tpt-l-hxy-x,ua_tpt-l-hxy-u,False
ua,area: mean where air time: point,longitude latitude plev3 time1,ua_tpt-p3-hxy-air,ua_tpt-p3-hxy-air,True
ua,area: mean where air time: point,longitude latitude plev7h time1,ua_tpt-p7h-hxy-air,ua_tpt-p7h-hxy-air,True
ua,area: time: mean,longitude latitude alevel time,ua_tavg-l-hxy-x,ua_tavg-l-hxy-u,False
ua,area: time: mean where air,longitude latitude time p10,ua_tavg-p010-hxy-air,ua_tavg-10hPa-hxy-air,False
ua,area: time: mean where air,longitude latitude plev19 time,ua_tavg-p19-hxy-air,ua_tavg-p19-hxy-air,True
ua,longitude: time: mean where air,latitude plev39 time,ua_tavg-p39-hy-air,ua_tavg-p39-hy-air,True
ua,area: time: mean where air,longitude latitude plev8 time,ua_tavg-p8-hxy-air,ua_tavg-p8-hxy-air,True
ua,area: time: mean,longitude latitude alevel time,ua_tavg-l-hxy-x,ua_tavg-l-hxy-u,False
ua,area: time: mean where air,longitude latitude plev19 time,ua_tavg-p19-hxy-air,ua_tavg-p19-hxy-air,True
ua,area: time: mean where air,longitude latitude plev27 time,ua_tavg-p27-hxy-air,ua_tavg-p27-hxy-air,True
ua,longitude: time: mean where air,latitude plev39 time,ua_tavg-p39-hy-air,ua_tavg-p39-hy-air,True
ua,area: time: mean,longitude latitude plev7h time,ua_tavg-p7h-hxy-x,ua_tavg-p7h-hxy-u,False
ua,area: mean time: point,longitude latitude alevel time1,ua_tpt-l-hxy-x,ua_tpt-l-hxy-u,False
ua,area: point time: point,alevel site time1,ua_tpt-l-hxys-x,ua_tpt-l-hxys-u,False
uas,area: time: mean,longitude latitude time height10m,uas_tavg-h010-hxy-x,uas_tavg-h10m-hxy-u,False
uas,area: mean time: point,longitude latitude time1 height10m,uas_tpt-h010-hxy-x,uas_tpt-h10m-hxy-u,False
uas,area: time: mean,longitude latitude time height10m,uas_tavg-h010-hxy-x,uas_tavg-h10m-hxy-u,False
uas,area: mean time: point,longitude latitude time1 height10m,uas_tpt-h010-hxy-x,uas_tpt-h10m-hxy-u,False
uas,area: time: mean,longitude latitude time height10m,uas_tavg-h010-hxy-x,uas_tavg-h10m-hxy-u,False
uas,area: time: mean,longitude latitude time height10m,uas_tavg-h010-hxy-x,uas_tavg-h10m-hxy-u,False
uas,area: point time: point,site time1 height10m,uas_tpt-h010-hxys-x,uas_tpt-h10m-hxys-u,False
reffclwtop,area: time: mean where cloud (weighted by area of cloud in the upper-most layer of liquid water cloud),longitude latitude time,reffclwtop_tavg-z0-hxy-cl,reffclwtop_tavg-u-hxy-cl,False
reffclic,area: mean where convective_cloud time: point,longitude latitude alevel time1,reffclic_tpt-l-hxy-ccl,reffclic_tpt-l-hxy-ccl,True
reffclic,area: time: mean where convective_cloud,longitude latitude alevel time,reffclic_tavg-l-hxy-ccl,reffclic_tavg-l-hxy-ccl,True
reffclic,area: time: point where convective_cloud,alevel site time1,reffclic_tpt-l-hxys-ccl,reffclic_tpt-l-hxys-ccl,True
reffclwc,area: mean where convective_cloud time: point,longitude latitude alevel time1,reffclwc_tpt-l-hxy-ccl,reffclwc_tpt-l-hxy-ccl,True
reffclwc,area: time: mean where convective_cloud,longitude latitude alevel time,reffclwc_tavg-l-hxy-ccl,reffclwc_tavg-l-hxy-ccl,True
reffclwc,area: time: point where convective_cloud,alevel site time1,reffclwc_tpt-l-hxys-ccl,reffclwc_tpt-l-hxys-ccl,True
reffcclwtop,area: time: mean where convective_cloud (weighted by area of convective cloud in the upper-most layer of convective liquid water cloud),longitude latitude time,reffcclwtop_tavg-z0-hxy-ccl,reffcclwtop_tavg-u-hxy-ccl,False
reffrainc,area: mean where convective_cloud time: point,longitude latitude alevel time1,reffrainc_tpt-l-hxy-ccl,reffrainc_tpt-l-hxy-ccl,True
reffsnowc,area: mean where convective_cloud time: point,longitude latitude alevel time1,reffsnowc_tpt-l-hxy-ccl,reffsnowc_tpt-l-hxy-ccl,True
reffgrpls,area: mean where stratiform_cloud time: point ,longitude latitude alevel time1,reffgrpls_tpt-l-hxy-scl,reffgrpls_tpt-l-hxy-scl,True
reffclis,area: mean where stratiform_cloud time: point ,longitude latitude alevel time1,reffclis_tpt-l-hxy-scl,reffclis_tpt-l-hxy-scl,True
reffclis,area: time: mean where stratiform_cloud,longitude latitude alevel time,reffclis_tavg-l-hxy-scl,reffclis_tavg-l-hxy-scl,True
reffclis,area: time: point where stratiform_cloud,alevel site time1,reffclis_tpt-l-hxys-scl,reffclis_tpt-l-hxys-scl,True
reffclws,area: mean where stratiform_cloud time: point ,longitude latitude alevel time1,reffclws_tpt-l-hxy-scl,reffclws_tpt-l-hxy-scl,True
reffclws,area: time: mean where stratiform_cloud,longitude latitude alevel time,reffclws_tavg-l-hxy-scl,reffclws_tavg-l-hxy-scl,True
reffclws,area: time: point where stratiform_cloud,alevel site time1,reffclws_tpt-l-hxys-scl,reffclws_tpt-l-hxys-scl,True
