variable_names,cell_methods,dimensions,branded_label-spreadsheet,branded_label-following_spreadsheet,matching
h2o,longitude: time: mean where air,latitude plev39 time,h2o_tavg-p39-hy-air,h2o_tavg-p39-hy-air,True
mmraerh2o,area: time: mean,longitude latitude alevel time,mmraerh2o_tavg-l-hxy-x,mmraerh2o_tavg-l-hxy-x,True
sishevel,area: mean where sea_ice time: point,longitude latitude time1,sishevel_tpt-z0-hxy-si,sishevel_tpt-z0-hxy-si,True
sistremax,area: mean where sea_ice time: point,longitude latitude time1,sistremax_tpt-z0-hxy-si,sistremax_tpt-z0-hxy-si,True
cSoilMedium,area: mean where land time: mean,longitude latitude time,cSoilMedium_tavg-z0-hxy-lnd,cSoilMedium_tavg-z0-hxy-lnd,True
zsatarag,area: mean where sea time: mean,longitude latitude time,zsatarag_tavg-z0-hxy-sea,zsatarag_tavg-z0-hxy-sea,True
zsatcalc,area: mean where sea time: mean,longitude latitude time,zsatcalc_tavg-z0-hxy-sea,zsatcalc_tavg-z0-hxy-sea,True
drynh3,area: time: mean,longitude latitude time,drynh3_tavg-z0-hxy-x,drynh3_tavg-z0-hxy-x,True
wetnh3,area: time: mean,longitude latitude time,wetnh3_tavg-z0-hxy-x,wetnh3_tavg-z0-hxy-x,True
drynh4,area: time: mean,longitude latitude time,drynh4_tavg-z0-hxy-x,drynh4_tavg-z0-hxy-x,True
wetnh4,area: time: mean,longitude latitude time,wetnh4_tavg-z0-hxy-x,wetnh4_tavg-z0-hxy-x,True
depdust,area: time: mean,longitude latitude time,depdust_tavg-z0-hxy-x,depdust_tavg-z0-hxy-x,True
drydust,area: time: mean,longitude latitude time,drydust_tavg-z0-hxy-x,drydust_tavg-z0-hxy-x,True
wetdust,area: time: mean,longitude latitude time,wetdust_tavg-z0-hxy-x,wetdust_tavg-z0-hxy-x,True
drybc,area: time: mean,longitude latitude time,drybc_tavg-z0-hxy-x,drybc_tavg-z0-hxy-x,True
wetbc,area: time: mean,longitude latitude time,wetbc_tavg-z0-hxy-x,wetbc_tavg-z0-hxy-x,True
sedustCI,area: time: mean,longitude latitude time,sedustCI_tavg-z0-hxy-x,sedustCI_tavg-z0-hxy-x,True
fNdep,area: time: mean,longitude latitude time,fNdep_tavg-z0-hxy-x,fNdep_tavg-z0-hxy-x,True
drynoy,area: time: mean,longitude latitude time,drynoy_tavg-z0-hxy-x,drynoy_tavg-z0-hxy-x,True
wetnoy,area: time: mean,longitude latitude time,wetnoy_tavg-z0-hxy-x,wetnoy_tavg-z0-hxy-x,True
dryo3,area: time: mean,longitude latitude time,dryo3_tavg-z0-hxy-x,dryo3_tavg-z0-hxy-x,True
dryoa,area: time: mean,longitude latitude time,dryoa_tavg-z0-hxy-x,dryoa_tavg-z0-hxy-x,True
wetoa,area: time: mean,longitude latitude time,wetoa_tavg-z0-hxy-x,wetoa_tavg-z0-hxy-x,True
dryss,area: time: mean,longitude latitude time,dryss_tavg-z0-hxy-x,dryss_tavg-z0-hxy-x,True
wetss,area: time: mean,longitude latitude time,wetss_tavg-z0-hxy-x,wetss_tavg-z0-hxy-x,True
dryso4,area: time: mean,longitude latitude time,dryso4_tavg-z0-hxy-x,dryso4_tavg-z0-hxy-x,True
wetso4,area: time: mean,longitude latitude time,wetso4_tavg-z0-hxy-x,wetso4_tavg-z0-hxy-x,True
dryso2,area: time: mean,longitude latitude time,dryso2_tavg-z0-hxy-x,dryso2_tavg-z0-hxy-x,True
wetso2,area: time: mean,longitude latitude time,wetso2_tavg-z0-hxy-x,wetso2_tavg-z0-hxy-x,True
frn,area: mean where sea time: mean,longitude latitude time,frn_tavg-z0-hxy-sea,frn_tavg-z0-hxy-sea,True
fric,area: mean where sea time: mean,longitude latitude time,fric_tavg-z0-hxy-sea,fric_tavg-z0-hxy-sea,True
frfe,area: mean where sea time: mean,longitude latitude time,frfe_tavg-z0-hxy-sea,frfe_tavg-z0-hxy-sea,True
froc,area: mean where sea time: mean,longitude latitude time,froc_tavg-z0-hxy-sea,froc_tavg-z0-hxy-sea,True
cMisc,area: mean where land time: mean,longitude latitude time,cMisc_tavg-z0-hxy-lnd,cMisc_tavg-z0-hxy-lnd,True
cOther,area: mean where land time: mean,longitude latitude time,cOther_tavg-z0-hxy-lnd,cOther_tavg-z0-hxy-lnd,True
nOther,area: mean where land time: mean,longitude latitude time,nOther_tavg-z0-hxy-lnd,nOther_tavg-z0-hxy-lnd,True
nh4,area: mean where sea time: mean,longitude latitude olevel time,nh4_tavg-l-hxy-sea,nh4_tavg-l-hxy-sea,True
nh4,area: mean where sea time: mean,longitude latitude olevel time,nh4_tavg-l-hxy-sea,nh4_tavg-l-hxy-sea,True
nh4,area: mean where sea time: mean,longitude latitude time depth0m,nh4_tavg-z00-hxy-sea,nh4_tavg-z00-hxy-sea,True
arag,area: mean where sea time: mean,longitude latitude olevel time,arag_tavg-l-hxy-sea,arag_tavg-l-hxy-sea,True
arag,area: mean where sea time: mean,longitude latitude olevel time,arag_tavg-l-hxy-sea,arag_tavg-l-hxy-sea,True
arag,area: mean where sea time: mean,longitude latitude time depth0m,arag_tavg-z00-hxy-sea,arag_tavg-z00-hxy-sea,True
bacc,area: mean where sea time: mean,longitude latitude olevel time,bacc_tavg-l-hxy-sea,bacc_tavg-l-hxy-sea,True
bacc,area: mean where sea time: mean,longitude latitude olevel time,bacc_tavg-l-hxy-sea,bacc_tavg-l-hxy-sea,True
bacc,area: mean where sea time: mean,longitude latitude time depth0m,bacc_tavg-z00-hxy-sea,bacc_tavg-z00-hxy-sea,True
phycalc,area: mean where sea time: mean,longitude latitude olevel time,phycalc_tavg-l-hxy-sea,phycalc_tavg-l-hxy-sea,True
phycalc,area: mean where sea time: mean,longitude latitude olevel time,phycalc_tavg-l-hxy-sea,phycalc_tavg-l-hxy-sea,True
phycalc,area: mean where sea time: mean,longitude latitude time depth0m,phycalc_tavg-z00-hxy-sea,phycalc_tavg-z00-hxy-sea,True
calc,area: mean where sea time: mean,longitude latitude olevel time,calc_tavg-l-hxy-sea,calc_tavg-l-hxy-sea,True
calc,area: mean where sea time: mean,longitude latitude olevel time,calc_tavg-l-hxy-sea,calc_tavg-l-hxy-sea,True
calc,area: mean where sea time: mean,longitude latitude time depth0m,calc_tavg-z00-hxy-sea,calc_tavg-z00-hxy-sea,True
co3abio,area: mean where sea time: mean,longitude latitude olevel time,co3abio_tavg-l-hxy-sea,co3abio_tavg-l-hxy-sea,True
co3abio,area: mean where sea time: mean,longitude latitude olevel time,co3abio_tavg-l-hxy-sea,co3abio_tavg-l-hxy-sea,True
co3abio,area: mean where sea time: mean,longitude latitude time depth0m,co3abio_tavg-z00-hxy-sea,co3abio_tavg-z00-hxy-sea,True
co3satarag,area: mean where sea time: mean,longitude latitude olevel time,co3satarag_tavg-l-hxy-sea,co3satarag_tavg-l-hxy-sea,True
co3satarag,area: mean where sea time: mean,longitude latitude olevel time,co3satarag_tavg-l-hxy-sea,co3satarag_tavg-l-hxy-sea,True
co3satarag,area: mean where sea time: mean,longitude latitude time depth0m,co3satarag_tavg-z00-hxy-sea,co3satarag_tavg-z00-hxy-sea,True
co3satcalc,area: mean where sea time: mean,longitude latitude olevel time,co3satcalc_tavg-l-hxy-sea,co3satcalc_tavg-l-hxy-sea,True
co3satcalc,area: mean where sea time: mean,longitude latitude olevel time,co3satcalc_tavg-l-hxy-sea,co3satcalc_tavg-l-hxy-sea,True
co3satcalc,area: mean where sea time: mean,longitude latitude time depth0m,co3satcalc_tavg-z00-hxy-sea,co3satcalc_tavg-z00-hxy-sea,True
co3,area: mean where sea time: mean,longitude latitude olevel time,co3_tavg-l-hxy-sea,co3_tavg-l-hxy-sea,True
co3,area: mean where sea time: mean,longitude latitude olevel time,co3_tavg-l-hxy-sea,co3_tavg-l-hxy-sea,True
co3,area: mean where sea time: mean,longitude latitude time depth0m,co3_tavg-z00-hxy-sea,co3_tavg-z00-hxy-sea,True
co3nat,area: mean where sea time: mean,longitude latitude olevel time,co3nat_tavg-l-hxy-sea,co3nat_tavg-l-hxy-sea,True
co3nat,area: mean where sea time: mean,longitude latitude olevel time,co3nat_tavg-l-hxy-sea,co3nat_tavg-l-hxy-sea,True
co3nat,area: mean where sea time: mean,longitude latitude time depth0m,co3nat_tavg-z00-hxy-sea,co3nat_tavg-z00-hxy-sea,True
cfc11,area: mean where sea time: mean,longitude latitude olevel time,cfc11_tavg-l-hxy-sea,cfc11_tavg-l-hxy-sea,True
cfc11,area: mean where sea time: mean,longitude latitude olevel time,cfc11_tavg-l-hxy-sea,cfc11_tavg-l-hxy-sea,True
cfc12,area: mean where sea time: mean,longitude latitude olevel time,cfc12_tavg-l-hxy-sea,cfc12_tavg-l-hxy-sea,True
cfc12,area: mean where sea time: mean,longitude latitude olevel time,cfc12_tavg-l-hxy-sea,cfc12_tavg-l-hxy-sea,True
phydiat,area: mean where sea time: mean,longitude latitude olevel time,phydiat_tavg-l-hxy-sea,phydiat_tavg-l-hxy-sea,True
phydiat,area: mean where sea time: mean,longitude latitude olevel time,phydiat_tavg-l-hxy-sea,phydiat_tavg-l-hxy-sea,True
phydiat,area: mean where sea time: mean,longitude latitude time depth0m,phydiat_tavg-z00-hxy-sea,phydiat_tavg-z00-hxy-sea,True
phydiaz,area: mean where sea time: mean,longitude latitude olevel time,phydiaz_tavg-l-hxy-sea,phydiaz_tavg-l-hxy-sea,True
phydiaz,area: mean where sea time: mean,longitude latitude olevel time,phydiaz_tavg-l-hxy-sea,phydiaz_tavg-l-hxy-sea,True
phydiaz,area: mean where sea time: mean,longitude latitude time depth0m,phydiaz_tavg-z00-hxy-sea,phydiaz_tavg-z00-hxy-sea,True
dmso,area: mean where sea time: mean,longitude latitude olevel time,dmso_tavg-l-hxy-sea,dmso_tavg-l-hxy-sea,True
dmso,area: mean where sea time: mean,longitude latitude olevel time,dmso_tavg-l-hxy-sea,dmso_tavg-l-hxy-sea,True
dmso,area: mean where sea time: mean,longitude latitude time depth0m,dmso_tavg-z00-hxy-sea,dmso_tavg-z00-hxy-sea,True
dissi13c,area: mean where sea time: mean,longitude latitude olevel time,dissi13c_tavg-l-hxy-sea,dissi13c_tavg-l-hxy-sea,True
dissi13c,area: mean where sea time: mean,longitude latitude olevel time,dissi13c_tavg-l-hxy-sea,dissi13c_tavg-l-hxy-sea,True
dissi13c,area: mean where sea time: mean,longitude latitude time depth0m,dissi13c_tavg-z00-hxy-sea,dissi13c_tavg-z00-hxy-sea,True
dissi14c,area: mean where sea time: mean,longitude latitude olevel time,dissi14c_tavg-l-hxy-sea,dissi14c_tavg-l-hxy-sea,True
dissi14cabio,area: mean where sea time: mean,longitude latitude olevel time,dissi14cabio_tavg-l-hxy-sea,dissi14cabio_tavg-l-hxy-sea,True
dissi14cabio,area: mean where sea time: mean,longitude latitude olevel time,dissi14cabio_tavg-l-hxy-sea,dissi14cabio_tavg-l-hxy-sea,True
dissi14cabio,area: mean where sea time: mean,longitude latitude time depth0m,dissi14cabio_tavg-z00-hxy-sea,dissi14cabio_tavg-z00-hxy-sea,True
dissicabio,area: mean where sea time: mean,longitude latitude olevel time,dissicabio_tavg-l-hxy-sea,dissicabio_tavg-l-hxy-sea,True
dissicabio,area: mean where sea time: mean,longitude latitude olevel time,dissicabio_tavg-l-hxy-sea,dissicabio_tavg-l-hxy-sea,True
dissicabio,area: mean where sea time: mean,longitude latitude time depth0m,dissicabio_tavg-z00-hxy-sea,dissicabio_tavg-z00-hxy-sea,True
dissic,area: mean where sea time: mean,longitude latitude olevel time,dissic_tavg-l-hxy-sea,dissic_tavg-l-hxy-sea,True
dissic,area: mean where sea time: mean,longitude latitude olevel time,dissic_tavg-l-hxy-sea,dissic_tavg-l-hxy-sea,True
dissic,area: mean where sea time: mean,longitude latitude time depth0m,dissic_tavg-z00-hxy-sea,dissic_tavg-z00-hxy-sea,True
dissicnat,area: mean where sea time: mean,longitude latitude olevel time,dissicnat_tavg-l-hxy-sea,dissicnat_tavg-l-hxy-sea,True
dissicnat,area: mean where sea time: mean,longitude latitude olevel time,dissicnat_tavg-l-hxy-sea,dissicnat_tavg-l-hxy-sea,True
dissicnat,area: mean where sea time: mean,longitude latitude time depth0m,dissicnat_tavg-z00-hxy-sea,dissicnat_tavg-z00-hxy-sea,True
po4,area: mean where sea time: mean,longitude latitude olevel time,po4_tavg-l-hxy-sea,po4_tavg-l-hxy-sea,True
po4,area: mean where sea time: mean,longitude latitude olevel time,po4_tavg-l-hxy-sea,po4_tavg-l-hxy-sea,True
po4,area: mean where sea time: mean,longitude latitude time depth0m,po4_tavg-z00-hxy-sea,po4_tavg-z00-hxy-sea,True
si,area: mean where sea time: mean,longitude latitude olevel time,si_tavg-l-hxy-sea,si_tavg-l-hxy-sea,True
si,area: mean where sea time: mean,longitude latitude olevel time,si_tavg-l-hxy-sea,si_tavg-l-hxy-sea,True
si,area: mean where sea time: mean,longitude latitude time depth0m,si_tavg-z00-hxy-sea,si_tavg-z00-hxy-sea,True
dfe,area: mean where sea time: mean,longitude latitude olevel time,dfe_tavg-l-hxy-sea,dfe_tavg-l-hxy-sea,True
dfe,area: mean where sea time: mean,longitude latitude olevel time,dfe_tavg-l-hxy-sea,dfe_tavg-l-hxy-sea,True
dfe,area: mean where sea time: mean,longitude latitude time depth0m,dfe_tavg-z00-hxy-sea,dfe_tavg-z00-hxy-sea,True
o2,area: mean where sea time: mean,longitude latitude olevel time,o2_tavg-l-hxy-sea,o2_tavg-l-hxy-sea,True
o2,area: mean where sea time: mean,longitude latitude olevel time,o2_tavg-l-hxy-sea,o2_tavg-l-hxy-sea,True
o2,area: mean where sea time: mean,longitude latitude time depth0m,o2_tavg-z00-hxy-sea,o2_tavg-z00-hxy-sea,True
o2sat,area: mean where sea time: mean,longitude latitude olevel time,o2sat_tavg-l-hxy-sea,o2sat_tavg-l-hxy-sea,True
o2sat,area: mean where sea time: mean,longitude latitude olevel time,o2sat_tavg-l-hxy-sea,o2sat_tavg-l-hxy-sea,True
o2sat,area: mean where sea time: mean,longitude latitude time depth0m,o2sat_tavg-z00-hxy-sea,o2sat_tavg-z00-hxy-sea,True
o2min,area: mean where sea time: mean,longitude latitude time,o2min_tavg-z0-hxy-sea,o2min_tavg-z0-hxy-sea,True
dissoc,area: mean where sea time: mean,longitude latitude olevel time,dissoc_tavg-l-hxy-sea,dissoc_tavg-l-hxy-sea,True
dissoc,area: mean where sea time: mean,longitude latitude olevel time,dissoc_tavg-l-hxy-sea,dissoc_tavg-l-hxy-sea,True
dissoc,area: mean where sea time: mean,longitude latitude time depth0m,dissoc_tavg-z00-hxy-sea,dissoc_tavg-z00-hxy-sea,True
zmeso,area: mean where sea time: mean,longitude latitude olevel time,zmeso_tavg-l-hxy-sea,zmeso_tavg-l-hxy-sea,True
zmeso,area: mean where sea time: mean,longitude latitude olevel time,zmeso_tavg-l-hxy-sea,zmeso_tavg-l-hxy-sea,True
zmeso,area: mean where sea time: mean,longitude latitude time depth0m,zmeso_tavg-z00-hxy-sea,zmeso_tavg-z00-hxy-sea,True
zmicro,area: mean where sea time: mean,longitude latitude olevel time,zmicro_tavg-l-hxy-sea,zmicro_tavg-l-hxy-sea,True
zmicro,area: mean where sea time: mean,longitude latitude olevel time,zmicro_tavg-l-hxy-sea,zmicro_tavg-l-hxy-sea,True
zmicro,area: mean where sea time: mean,longitude latitude time depth0m,zmicro_tavg-z00-hxy-sea,zmicro_tavg-z00-hxy-sea,True
phymisc,area: mean where sea time: mean,longitude latitude olevel time,phymisc_tavg-l-hxy-sea,phymisc_tavg-l-hxy-sea,True
phymisc,area: mean where sea time: mean,longitude latitude olevel time,phymisc_tavg-l-hxy-sea,phymisc_tavg-l-hxy-sea,True
phymisc,area: mean where sea time: mean,longitude latitude time depth0m,phymisc_tavg-z00-hxy-sea,phymisc_tavg-z00-hxy-sea,True
zmisc,area: mean where sea time: mean,longitude latitude olevel time,zmisc_tavg-l-hxy-sea,zmisc_tavg-l-hxy-sea,True
zmisc,area: mean where sea time: mean,longitude latitude olevel time,zmisc_tavg-l-hxy-sea,zmisc_tavg-l-hxy-sea,True
zmisc,area: mean where sea time: mean,longitude latitude time depth0m,zmisc_tavg-z00-hxy-sea,zmisc_tavg-z00-hxy-sea,True
no3,area: mean where sea time: mean,longitude latitude olevel time,no3_tavg-l-hxy-sea,no3_tavg-l-hxy-sea,True
no3,area: mean where sea time: mean,longitude latitude olevel time,no3_tavg-l-hxy-sea,no3_tavg-l-hxy-sea,True
no3,area: mean where sea time: mean,longitude latitude time depth0m,no3_tavg-z00-hxy-sea,no3_tavg-z00-hxy-sea,True
detoc,area: mean where sea time: mean,longitude latitude olevel time,detoc_tavg-l-hxy-sea,detoc_tavg-l-hxy-sea,True
detoc,area: mean where sea time: mean,longitude latitude olevel time,detoc_tavg-l-hxy-sea,detoc_tavg-l-hxy-sea,True
detoc,area: mean where sea time: mean,longitude latitude time depth0m,detoc_tavg-z00-hxy-sea,detoc_tavg-z00-hxy-sea,True
bsi,area: mean where sea time: mean,longitude latitude olevel time,bsi_tavg-l-hxy-sea,bsi_tavg-l-hxy-sea,True
bsi,area: mean where sea time: mean,longitude latitude olevel time,bsi_tavg-l-hxy-sea,bsi_tavg-l-hxy-sea,True
bfe,area: mean where sea time: mean,longitude latitude olevel time,bfe_tavg-l-hxy-sea,bfe_tavg-l-hxy-sea,True
bfe,area: mean where sea time: mean,longitude latitude olevel time,bfe_tavg-l-hxy-sea,bfe_tavg-l-hxy-sea,True
bfe,area: mean where sea time: mean,longitude latitude time depth0m,bfe_tavg-z00-hxy-sea,bfe_tavg-z00-hxy-sea,True
pon,area: mean where sea time: mean,longitude latitude olevel time,pon_tavg-l-hxy-sea,pon_tavg-l-hxy-sea,True
pon,area: mean where sea time: mean,longitude latitude olevel time,pon_tavg-l-hxy-sea,pon_tavg-l-hxy-sea,True
pon,area: mean where sea time: mean,longitude latitude time depth0m,pon_tavg-z00-hxy-sea,pon_tavg-z00-hxy-sea,True
pop,area: mean where sea time: mean,longitude latitude olevel time,pop_tavg-l-hxy-sea,pop_tavg-l-hxy-sea,True
pop,area: mean where sea time: mean,longitude latitude olevel time,pop_tavg-l-hxy-sea,pop_tavg-l-hxy-sea,True
pop,area: mean where sea time: mean,longitude latitude time depth0m,pop_tavg-z00-hxy-sea,pop_tavg-z00-hxy-sea,True
bsi,area: mean where sea time: mean,longitude latitude time depth0m,bsi_tavg-z00-hxy-sea,bsi_tavg-z00-hxy-sea,True
phyc,area: mean where sea time: mean,longitude latitude olevel time,phyc_tavg-l-hxy-sea,phyc_tavg-l-hxy-sea,True
phyc,area: mean where sea time: mean,longitude latitude olevel time,phyc_tavg-l-hxy-sea,phyc_tavg-l-hxy-sea,True
phyc,area: mean where sea time: mean,longitude latitude time depth0m,phyc_tavg-z00-hxy-sea,phyc_tavg-z00-hxy-sea,True
phyc,area: mean where sea time: mean,longitude latitude time depth0m,phyc_tavg-z00-hxy-sea,phyc_tavg-z00-hxy-sea,True
phyfe,area: mean where sea time: mean,longitude latitude olevel time,phyfe_tavg-l-hxy-sea,phyfe_tavg-l-hxy-sea,True
phyfe,area: mean where sea time: mean,longitude latitude olevel time,phyfe_tavg-l-hxy-sea,phyfe_tavg-l-hxy-sea,True
phyfe,area: mean where sea time: mean,longitude latitude time depth0m,phyfe_tavg-z00-hxy-sea,phyfe_tavg-z00-hxy-sea,True
phyn,area: mean where sea time: mean,longitude latitude olevel time,phyn_tavg-l-hxy-sea,phyn_tavg-l-hxy-sea,True
phyn,area: mean where sea time: mean,longitude latitude olevel time,phyn_tavg-l-hxy-sea,phyn_tavg-l-hxy-sea,True
phyn,area: mean where sea time: mean,longitude latitude time depth0m,phyn_tavg-z00-hxy-sea,phyn_tavg-z00-hxy-sea,True
phyp,area: mean where sea time: mean,longitude latitude olevel time,phyp_tavg-l-hxy-sea,phyp_tavg-l-hxy-sea,True
phyp,area: mean where sea time: mean,longitude latitude olevel time,phyp_tavg-l-hxy-sea,phyp_tavg-l-hxy-sea,True
phyp,area: mean where sea time: mean,longitude latitude time depth0m,phyp_tavg-z00-hxy-sea,phyp_tavg-z00-hxy-sea,True
physi,area: mean where sea time: mean,longitude latitude olevel time,physi_tavg-l-hxy-sea,physi_tavg-l-hxy-sea,True
physi,area: mean where sea time: mean,longitude latitude olevel time,physi_tavg-l-hxy-sea,physi_tavg-l-hxy-sea,True
physi,area: mean where sea time: mean,longitude latitude time depth0m,physi_tavg-z00-hxy-sea,physi_tavg-z00-hxy-sea,True
phypico,area: mean where sea time: mean,longitude latitude olevel time,phypico_tavg-l-hxy-sea,phypico_tavg-l-hxy-sea,True
phypico,area: mean where sea time: mean,longitude latitude olevel time,phypico_tavg-l-hxy-sea,phypico_tavg-l-hxy-sea,True
phypico,area: mean where sea time: mean,longitude latitude time depth0m,phypico_tavg-z00-hxy-sea,phypico_tavg-z00-hxy-sea,True
sf6,area: mean where sea time: mean,longitude latitude olevel time,sf6_tavg-l-hxy-sea,sf6_tavg-l-hxy-sea,True
sf6,area: mean where sea time: mean,longitude latitude olevel time,sf6_tavg-l-hxy-sea,sf6_tavg-l-hxy-sea,True
zooc,area: mean where sea time: mean,longitude latitude olevel time,zooc_tavg-l-hxy-sea,zooc_tavg-l-hxy-sea,True
zooc,area: mean where sea time: mean,longitude latitude olevel time,zooc_tavg-l-hxy-sea,zooc_tavg-l-hxy-sea,True
zooc,area: mean where sea time: mean,longitude latitude time depth0m,zooc_tavg-z00-hxy-sea,zooc_tavg-z00-hxy-sea,True
ch3coch3,area: time: mean,longitude latitude alevel time,ch3coch3_tavg-l-hxy-x,ch3coch3_tavg-l-hxy-x,True
nh50,area: time: mean,longitude latitude alevel time,nh50_tavg-l-hxy-x,nh50_tavg-l-hxy-x,True
co2,area: mean time: point,longitude latitude alevel time1,co2_tpt-l-hxy-x,co2_tpt-l-hxy-x,True
co2,area: time: mean,longitude latitude alevel time,co2_tavg-l-hxy-x,co2_tavg-l-hxy-x,True
co2,area: time: mean where air,longitude latitude plev19 time,co2_tavg-p19-hxy-air,co2_tavg-p19-hxy-air,True
co2,area: mean where air time: mean within years time: mean over years,longitude latitude plev19 time2,co2_tcla-p19-hxy-air,co2_tcla-p19-hxy-air,True
co2,area: time: mean,longitude latitude time,co2_tavg-z0-hxy-x,co2_tavg-z0-hxy-x,True
co,area: time: mean,longitude latitude alevel time,co_tavg-l-hxy-x,co_tavg-l-hxy-x,True
cfc11air,area: time: mean, time,cfc11air_tavg-z0-hm-x,cfc11air_tavg-z0-hm-x,True
cfc113air,area: time: mean, time,cfc113air_tavg-z0-hm-x,cfc113air_tavg-z0-hm-x,True
cfc12air,area: time: mean, time,cfc12air_tavg-z0-hm-x,cfc12air_tavg-z0-hm-x,True
dms,area: time: mean,longitude latitude alevel time,dms_tavg-l-hxy-x,dms_tavg-l-hxy-x,True
c2h6,area: time: mean,longitude latitude alevel time,c2h6_tavg-l-hxy-x,c2h6_tavg-l-hxy-x,True
c2h2,area: time: mean,longitude latitude alevel time,c2h2_tavg-l-hxy-x,c2h2_tavg-l-hxy-x,True
hcho,area: time: mean,longitude latitude alevel time,hcho_tavg-l-hxy-x,hcho_tavg-l-hxy-x,True
